Name,Price,Rating,Processor,RAM,OS,Display,Storage,Warranty
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,"₹48,990",4.3,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,100.63 cm (39.62 cm) Display,512 GB SSD,1Year Onsite warranty
Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹52,990",4.3,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
HP Envy x360 (2023) Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-fe0027TU Laptop,"₹88,490",N/A,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Touchscreen Display,512 GB SSD,1 Year Onsite Warranty
HP 15s (2023) Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0030AU Thin and Light ...,"₹50,990",4.4,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
HP 15s (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0028AU Thin and Light L...,"₹45,350",4.4,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
ASUS ROG Strix G18 (2023) with 90WHr Battery Intel HX-Series Core i7 13th Gen - (16 GB/1 TB SSD/Window...,"₹1,69,990",N/A,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,45.72 cm (18 Inch) Display,,1 Year Onsite Warranty
Lenovo ThinkBook 15 Ryzen 3 Hexa Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G3 ACL Thin and L...,"₹33,990",4.3,AMD Ryzen 3 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
ASUS Vivobook 16 (2023) Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) M1605YA-MB742WS L...,"₹62,990",4,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,40.64 cm (16 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Acer Aspire 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) A315-59 Notebook,"₹47,990",3.9,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year International Travelers Warranty
HP OMEN Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 16...,"₹1,02,990",N/A,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,40.89 cm (16.1 Inch) Display,512 GB SSD,1 Year Onsite Warranty
CHUWI Celeron Dual Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹19,990",4.5,Intel Celeron Dual Core Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,35.81 cm (14.1 inch) Display,256 GB SSD,1 Year Onsite Warranty
Infinix X2 Slim Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop,"₹30,990",4.2,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,256 GB SSD,1 year Onsite Warranty
Acer Nitro 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹71,990",4.5,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,512 GB SSD,1 Year International Travelers Warranty (ITW)
HP Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,"₹56,990",4.2,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,"₹35,990",4.2,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,2 Year warranty
Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,"₹34,990",4,AMD Ryzen 5 Quad Core Processor,LPDDR5 RAM -faster & low power consuming8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year International Travelers Warranty
Acer Extensa 15 Non-Gaming Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) EX215-23 Thin a...,"₹31,990",N/A,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,256 GB SSD,1 Year Onsite Warranty
Acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX215-54 Notebook,"₹34,990",N/A,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,256 GB SSD,1 Year International Travelers Warranty
APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEQ3HN/A,"₹1,37,990",4.6,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,33.78 cm (13.3 Inch) Display,512 GB SSD,1 Year Limited Warranty
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,"₹48,990",4.3,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,100.63 cm (39.62 cm) Display,512 GB SSD,1Year Onsite warranty
Lenovo Ideapad Gaming 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹52,990",4.3,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite warranty
SAMSUNG Galaxy Book 2 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop,"₹56,990",4.2,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Acer Predator (2023) Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,"₹1,99,990",N/A,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹65,990",4.2,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1Year Onsite warranty
Lenovo IdeaPad 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lap...,"₹53,990",4.2,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,2 Year warranty
Lenovo IdeaPad 3 Chromebook Intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) ideapad 3 cb...,"₹13,990",3.5,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,29.46 cm (11.6 Inch) Display,,1 Year Onsite�Warranty
HP Spectre Eyesafe Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ef0053TU Notebook,"₹1,09,990",4.2,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,34.29 cm (13.5 inch) Display,512 GB SSD,1 Year Onsite Warranty
ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and L...,"₹32,990",4.3,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,512 GB SSD,1 Year Onsite Warranty
Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,"₹39,990",4.1,AMD Ryzen 5 Quad Core Processor,LPDDR5 RAM -faster & low power consuming8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year International Travelers Warranty
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"₹48,990",4.3,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite warranty
HP 15s (2023) Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light...,"₹33,990",4.1,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) D560841WIN9S Thin and Ligh...,"₹42,890",4.1,Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 CoresIntel Core i3 Processor (11th Gen),RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD8 GB DDR4 RAM,Windows 11 Operating System,"Display: 15.6"" FHD WVA AG Narrow Border39.62 cm (15.6 inch) Display",1 TB HDD|256 GB SSD,
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6500M...,"₹69,072",N/A,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,"₹34,990",4,AMD Ryzen 5 Quad Core Processor,LPDDR5 RAM -faster & low power consuming8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year International Travelers Warranty
GIGABYTE AERO 5 XE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,"₹1,93,990",N/A,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year Carry-in Warranty
Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹52,990",4.3,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light...,"₹39,998",4,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,512 GB SSD,2 Years Onsite Warranty
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511,Inspiron 300...","₹39,960",4.2,Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 CoresIntel Core i3 Processor (11th Gen),RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD8 GB DDR4 RAM,64 bit Windows 11 Operating System,"Display: 15.6"" FHD WVA AG Narrow Border96.52 cm (38 cm) Display",1 TB HDD|256 GB SSD,1 Year Onsite Warranty
realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lap...,"₹54,999",4.2,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,512 GB SSD,1 Year Domestic Warranty
GIGABYTE AERO 5 KE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,49,990",N/A,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year Carry-in Warranty
HP Pavilion (2023) Eyesafe Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Th...,"₹57,990",4.4,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,512 GB SSD,1 Year Onsite Warranty
ASUS Vivobook 14 (2023) Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK522WS Thin and ...,"₹55,990",4.2,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,"₹50,990",4,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,512 GB SSD,2 Years Onsite�Warranty
HP (2023) Intel 12th Gen N305 Core i3 - (8 GB/512 GB SSD/Windows 11 Home) 14-Ep0068TU Thin and Light L...,"₹41,990",N/A,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,512 GB SSD,1 Year Onsite Warranty
HP OMEN Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 16...,"₹1,02,990",N/A,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,40.89 cm (16.1 Inch) Display,512 GB SSD,1 Year Onsite Warranty
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"₹52,890",4.1,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,512 GB SSD,1 Year Onsite Warranty
Lenovo V15 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop,"₹39,990",4.3,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7-5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB703TS...,"₹57,990",4.3,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,512 GB SSD,1 Year Onsite Warranty
ASUS Vivobook 14 (2023) Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin and ...,"₹43,990",4.4,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 Inch) Display,512 GB SSD,1 Year Onsite Warranty
HP Pavilion (2023) Eyesafe Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Th...,"₹57,990",4.4,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,512 GB SSD,1 Year Onsite Warranty
HP 15s (2023) Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0030AU Thin and Light ...,"₹50,990",4.4,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
ASUS ROG Strix G16 (2023) with 90WHr Battery Intel HX-Series Core i7 13th Gen - (16 GB/1 TB SSD/Window...,"₹1,52,990",N/A,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty
ASUS ROG Zephyrus G14 with 76WHr Battery Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 ...,"₹1,09,990",4.8,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 10 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty
HP 15s (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0028AU Thin and Light L...,"₹45,350",4.4,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2046AU Thin an...,"₹78,990",4.7,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,33.78 cm (13.3 Inch) Display,,1 Year Onsite Warranty
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Lapt...,"₹54,490",4.3,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,512 GB SSD,1 Year Onsite Warranty
MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 406...,"₹89,990",4.2,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 TB HDD|256 GB SSD,2 Year Carry-in Warranty
ASUS ROG Zephyrus G14 with 76WHr Battery Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 ...,"₹99,990",4.1,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 10 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty
Acer Extensa 15 Non-Gaming Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) EX215-23 Thin a...,"₹31,990",N/A,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,256 GB SSD,1 Year Onsite Warranty
Lenovo IdeaPad 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lap...,"₹53,990",4.2,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,2 Year warranty
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1005AU Thin and Light La...,"₹55,490",4.3,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15IAU7 Thin...,"₹38,990",4.1,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,100.63 cm (39.62 cm) Display,512 GB SSD,2 Year warranty
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB...,"₹1,04,990",4.1,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty
HP Chromebook x360 Intel Celeron Quad Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromebo...,"₹19,990",3.7,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite warranty
HP 15s (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0029AU Thin and Light L...,"₹48,990",4.5,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
MSI Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 T...,"₹68,990",4.3,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,2 Year Carry-in Warranty
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹53,999",4.3,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Infinix X2 Slim Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light Laptop,"₹48,990",4.5,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,512 GB SSD,1 year Onsite Warranty
Lenovo Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/DOS) TB15 G3 ACL Thin and Light Laptop,"₹36,990",4.2,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,DOS Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
HP (2023) Intel 12th Gen N305 Core i3 - (8 GB/512 GB SSD/Windows 11 Home) 14-Ep0068TU Thin and Light L...,"₹41,990",N/A,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,512 GB SSD,1 Year Onsite Warranty
GIGABYTE AERO 5 XE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,"₹1,93,990",N/A,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year Carry-in Warranty
MSI Core i7 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Thin and Light Laptop,"₹66,989",4,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Carry-in Warranty
DELL Ryzen 5 Hexa Core AMD R5-6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,"₹69,990",3.9,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,96.52 cm (38 cm) Display,512 GB SSD,
HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,"₹49,990",4.3,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹53,990",4.2,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15IGL05 Thin and Lig...,"₹29,090",4,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,256 GB SSD,2 Years On-Site Warranty
MSI Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-291IN Thin and Light Laptop,"₹48,990",3.1,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Carry-in Warranty
HP Chromebook x360 Intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromebo...,"₹19,990",3.8,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,"₹1,37,990",4.9,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,34.54 cm (13.6 Inch) Display,512 GB SSD,1 Year Limited Warranty
HP Chromebook x360 Intel Celeron Quad Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromebo...,"₹19,990",3.7,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite warranty
HP 15s (2023) Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light...,"₹33,990",4.1,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,512 GB SSD,1 Year Onsite Warranty
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9315 Thin and Light Laptop,"₹1,10,490",4.8,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,35.05 cm (13.8 Inch) Display,512 GB SSD,1 Year Onsite Warranty
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MNWC3HN/A,"₹2,29,990",N/A,Apple M2 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,40.64 cm (16 Inch) Display,512 GB SSD,1 Year Limited Warranty
HP Pavilion (2023) Eyesafe Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Th...,"₹57,990",4.4,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,512 GB SSD,1 Year Onsite Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,"₹13,990",4.1,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,,1 Year Pick and Drop Warranty
